CodigoCliente,Titulo,PrimeiroNome,UltimoNome,Idade,Sexo,Endereco,Cidade,UF,UFCompleto,CEP,Pais,PaisCompleto,Email,RendaMensal,PercentualUtilizacaoLimite,QtdTransacoesNegadas,AnosDeRelacionamentoBanco,JaUsouChequeEspecial,QtdEmprestimos,NumeroAtendimentos,TMA,IndiceSatisfacao,Saldo,CLTV,CanalPref,Churn
9442,Sra.,Julieta,Pinto,18,Feminino,Rua Elisabeth Menezes Curvelo 1086,São João de Meriti,RJ,Rio de Janeiro,25576-190,BR,Brazil,JulietaFerreiraPinto@dayrep.com,7499,0.92,4,5,0,5,34,113,3,8276,69,Push,1
9443,Dr.,Igor,Rodrigues,46,Masculino,Avenida Joaquim Luiz da Costa 1249,Ourinhos,SP,São Paulo,19907-060,BR,Brazil,IgorBarrosRodrigues@dayrep.com,4526,0.93,8,15,0,1,40,81,0,9424,74,Email,1
9444,Sra.,Leila,Pereira,54,Feminino,Rua Salinas 1918,Pinhais,PR,Paraná,83327-085,BR,Brazil,LeilaCorreiaPereira@einrot.com,3360,0.98,2,14,0,0,23,54,0,9599,44,Email,1
9445,Sr.,Cauã,Ferreira,51,Masculino,Praça da Alegria 1813,São Luís,MA,Maranhão,65015-020,BR,Brazil,CauaCorreiaFerreira@dayrep.com,9263,0.83,1,14,0,0,11,158,0,8465,84,Push,1
9446,Sra.,Leila,Correia,56,Feminino,Rua Professora Ivany da Glória Freire 404,Aracaju,SE,Sergipe,49030-660,BR,Brazil,LeilaMeloCorreia@einrot.com,6861,0.16,14,4,0,0,3,2,5,8930,54,Ligacao,0
9447,Sr.,Renan,Melo,48,Masculino,Rua Bulgária 1453,Salto,SP,São Paulo,13322-181,BR,Brazil,RenanCarvalhoMelo@dayrep.com,3519,0.15,12,15,0,1,3,3,5,456,33,Email,0
9448,Sra.,Gabrielly,Silva,21,Feminino,Rua Luís Seixas 1743,São Paulo,SP,São Paulo,05821-090,BR,Brazil,GabriellyPintoSilva@einrot.com,3585,1,12,9,1,3,38,34,1,4649,90,Push,1
9449,Sra.,Yasmin,Pinto,36,Feminino,Rua Arte de Viver 915,Cariacica,ES,Espírito Santo,29144-880,BR,Brazil,YasminFerreiraPinto@teleworm.us,5224,0.2,14,12,0,5,3,4,4,7385,60,SMS,0
9450,Dr.,Caio,Azevedo,39,Masculino,Rua Bernardo Guimarães 202,Barbacena,MG,Minas Gerais,36205-052,BR,Brazil,CaioOliveiraAzevedo@teleworm.us,4795,0.24,2,3,0,4,1,0,5,7652,30,Email,1
9451,Sr.,Fábio,Almeida,29,Masculino,Rua Ribeirão Pires 1118,Osasco,SP,São Paulo,06270-290,BR,Brazil,FabioSantosAlmeida@cuvox.de,4284,0.24,8,0,0,4,2,0,5,4362,59,Email,1
9452,Sra.,Isabella,Ferreira,46,Feminino,Travessa Comendador Azevedo 269,Alvorada,RS,Rio Grande do Sul,94814-140,BR,Brazil,IsabellaPereiraFerreira@jourrapide.com,5490,0.89,6,0,1,2,14,125,3,9263,64,Push,1
9453,Sr.,Murilo,Cardoso,56,Masculino,Rua Antônio Ramalho 410,Nova Iguaçu,RJ,Rio de Janeiro,26061-290,BR,Brazil,MuriloRochaCardoso@fleckens.hu,9334,0.83,2,13,0,5,40,199,3,2054,61,SMS,1
9454,Sr.,Pedro,Silva,58,Masculino,Rua Eubelo 1079,São Paulo,SP,São Paulo,04327-000,BR,Brazil,PedroCarvalhoSilva@jourrapide.com,8455,0.16,1,11,0,1,2,4,5,2814,44,SMS,1
9455,Sra.,Emilly,Santos,35,Feminino,Rua Oswaldo Ciccone 947,Lençóis Paulista,SP,São Paulo,18681-190,BR,Brazil,EmillyBarbosaSantos@cuvox.de,9209,0.22,12,5,1,3,3,6,4,4113,60,Ligacao,1
9456,Sr.,Davi,Cardoso,38,Masculino,Rua Toulon 1643,Campo Limpo Paulista,SP,São Paulo,13233-632,BR,Brazil,DaviAraujoCardoso@jourrapide.com,8309,0.28,0,12,0,3,2,6,4,5009,82,Push,1
9457,Sr.,Kauan,Ribeiro,45,Masculino,Rua Maria Candian Amistade 576,Barbacena,MG,Minas Gerais,36201-149,BR,Brazil,KauanCastroRibeiro@teleworm.us,3752,0.83,15,18,0,1,31,95,0,7261,63,Email,1
9458,Sr.,Leonardo,Alves,64,Masculino,Rua José Maria 1842,Nova Iguaçu,RJ,Rio de Janeiro,26065-026,BR,Brazil,LeonardoSouzaAlves@superrito.com,3262,0.43,8,5,1,2,3,2,5,7489,38,Ligacao,1
9459,Sra.,Isabella,Pereira,51,Feminino,Rua Missões 185,Cachoeirinha,RS,Rio Grande do Sul,94955-600,BR,Brazil,IsabellaCorreiaPereira@teleworm.us,8737,0.22,8,2,0,2,1,2,5,5692,70,SMS,1
9460,Sr.,Vitór,Alves,37,Masculino,Rua Artur Mazaferro 1707,Toledo,PR,Paraná,85907-170,BR,Brazil,VitorFerreiraAlves@dayrep.com,6971,0.01,2,6,0,0,3,0,4,6987,64,Push,1
9461,Sr.,Pedro,Pinto,63,Masculino,Rua José Félix 1338,Sete Lagoas,MG,Minas Gerais,35700-096,BR,Brazil,PedroAlvesPinto@jourrapide.com,3478,0.37,7,15,0,2,1,7,4,790,75,SMS,1
9462,Sra.,Aline,Ribeiro,29,Feminino,1ª Travessa Leopoldo Tantú 1210,Salvador,BA,Bahia,41180-505,BR,Brazil,AlinePintoRibeiro@einrot.com,9137,1,13,12,0,5,18,68,1,5964,90,Ligacao,1
9463,Sra.,Júlia,Costa,38,Feminino,Rua Panair 1768,Manaus,AM,Amazonas,69073-260,BR,Brazil,JuliaFernandesCosta@armyspy.com,3804,1,3,13,0,2,25,94,0,1674,67,Email,1
9464,Sra.,Marisa,Almeida,42,Feminino,Rua Doze 1083,São José dos Campos,SP,São Paulo,12226-765,BR,Brazil,MarisaSouzaAlmeida@teleworm.us,6592,0.85,9,19,0,3,19,134,0,6083,85,Push,1
9465,Sr.,Alex,Ferreira,49,Masculino,Quadra Quadra 14 1619,Planaltina,DF,Distrito Federal,73355-400,BR,Brazil,AlexMeloFerreira@gustr.com,8207,0.4,13,13,0,1,3,5,5,6777,61,SMS,1
9466,Sr.,Miguel,Dias,44,Masculino,Rua Nery 893,Itapecerica da Serra,SP,São Paulo,06864-032,BR,Brazil,MiguelRochaDias@teleworm.us,9045,1,1,16,0,1,26,73,3,6839,39,Email,1
9467,Sr.,Carlos,Sousa,62,Masculino,Rua 4 100,Goiânia,GO,Goiás,74553-060,BR,Brazil,CarlosPintoSousa@cuvox.de,8415,0.95,11,4,1,4,30,106,3,7741,78,Ligacao,1
9468,Sra.,Rebeca,Almeida,62,Feminino,Vila Carlos Silva 628,Fortaleza,CE,Ceará,60710-030,BR,Brazil,RebecaCorreiaAlmeida@einrot.com,7502,0.21,12,16,0,1,2,1,5,3389,58,Email,1
9469,Sra.,Bianca,Carvalho,39,Feminino,Rua Domingos Giacomassi 1554,Curitiba,PR,Paraná,81220-250,BR,Brazil,BiancaPintoCarvalho@cuvox.de,4723,0.22,4,10,0,3,1,1,4,4681,70,Push,1
9470,Sra.,Thaís,Cavalcanti,65,Feminino,Rua João dos Santos Filho 568,Cachoeiro de Itapemirim,ES,Espírito Santo,29304-750,BR,Brazil,ThaisPintoCavalcanti@teleworm.us,8323,0,13,11,0,5,2,6,5,8591,38,Email,1
9471,Sr.,João,Almeida,42,Masculino,Travessa Cruz e Souza 844,Alvorada,RS,Rio Grande do Sul,94853-570,BR,Brazil,JoaoGoncalvesAlmeida@jourrapide.com,8341,0.02,2,15,0,0,3,4,4,9830,80,SMS,1
9472,Sra.,Thaís,Barbosa,42,Feminino,Rua Emílio Cristiano Buhler 198,São Leopoldo,RS,Rio Grande do Sul,93120-450,BR,Brazil,ThaisOliveiraBarbosa@dayrep.com,4376,0.03,14,19,0,4,3,2,5,3883,71,SMS,1
9473,Sra.,Beatriz,Araujo,52,Feminino,Rua Botafogo 556,João Pessoa,PB,Paraíba,58027-210,BR,Brazil,BeatrizCardosoAraujo@superrito.com,7339,0.47,10,0,0,0,3,3,4,6047,39,Ligacao,1
9474,Sr.,Diogo,Pereira,34,Masculino,Rua Luiz Zamariola 794,Mogi-Guaçu,SP,São Paulo,13848-062,BR,Brazil,DiogoCardosoPereira@gustr.com,9995,0.97,12,9,0,1,39,136,2,4021,59,Email,1
9475,Sr.,Diego,Castro,45,Masculino,Rua Trinta e Cinco 1031,São Luís,MA,Maranhão,65062-310,BR,Brazil,DiegoOliveiraCastro@gustr.com,3290,0.18,4,8,0,2,3,8,4,6787,75,Push,1
9476,Sra.,Rafaela,Pereira,53,Feminino,Rua Bueno Aires 1077,Patos de Minas,MG,Minas Gerais,38705-146,BR,Brazil,RafaelaGomesPereira@gustr.com,8511,0.88,8,6,0,2,30,140,1,209,68,Push,1
9477,Sr.,Vinícius,Azevedo,57,Masculino,Rua Guilherme Moreira 1535,Rio de Janeiro,RJ,Rio de Janeiro,22765-220,BR,Brazil,ViniciusSousaAzevedo@fleckens.hu,7056,0.38,1,7,0,5,2,7,5,8696,35,SMS,1
9478,Sr.,Leonardo,Souza,58,Masculino,Rua Junqueiro 1443,Arapiraca,AL,Alagoas,57308-500,BR,Brazil,LeonardoGoncalvesSouza@armyspy.com,9252,0.88,4,12,0,0,19,137,3,8147,30,Push,1
9479,Sra.,Maria,Sousa,48,Feminino,Avenida Portugal 1517,Santo André,SP,São Paulo,09040-011,BR,Brazil,MariaSouzaSousa@fleckens.hu,8203,0.17,10,3,1,4,2,3,4,3220,78,Push,1
9480,Sr.,Guilherme,Oliveira,60,Masculino,Rua Comerciante João Venerando Lima 268,João Pessoa,PB,Paraíba,58056-480,BR,Brazil,GuilhermeAlmeidaOliveira@dayrep.com,8658,0.01,5,7,0,4,2,5,5,2066,62,Email,1
9481,Sr.,Kauan,Santos,30,Masculino,Rua Júlio Gameiro 171,Teresópolis,RJ,Rio de Janeiro,25964-230,BR,Brazil,KauanGomesSantos@fleckens.hu,6362,0.4,6,4,0,0,3,7,5,9162,67,Email,1
9482,Sra.,Bruna,Pereira,38,Feminino,Rua Ismael Cardona 1236,São Paulo,SP,São Paulo,08485-446,BR,Brazil,BrunaCorreiaPereira@armyspy.com,3495,0.32,3,19,0,0,2,2,4,3713,35,Ligacao,1
9483,Sr.,Martim,Silva,30,Masculino,Rua José Ferreira dos Santos 1002,Vitória,ES,Espírito Santo,29043-665,BR,Brazil,MartimCostaSilva@einrot.com,5262,0.81,11,11,0,0,11,102,1,3677,51,Push,1
9484,Sr.,Paulo,Cunha,55,Masculino,Avenida O Trabuco Rádio Jornal 1828,Osasco,SP,São Paulo,06273-060,BR,Brazil,PauloAlvesCunha@fleckens.hu,5539,0.8,12,6,0,2,28,62,0,7397,49,SMS,1
9485,Sra.,Sophia,Ribeiro,19,Feminino,Travessa Blumenau 1582,Salvador,BA,Bahia,41210-350,BR,Brazil,SophiaCarvalhoRibeiro@einrot.com,7104,0.8,10,10,0,2,11,35,2,9365,87,Ligacao,1
9486,Sr.,Luan,Sousa,58,Masculino,Rua Nove 643,Jaboatão dos Guararapes,PE,Pernambuco,54290-052,BR,Brazil,LuanSouzaSousa@superrito.com,5273,1,4,0,0,3,36,148,2,8777,82,Email,1
9487,Sr.,Eduardo,Pinto,24,Masculino,Rua São Carlos 11,Itapira,SP,São Paulo,13973-182,BR,Brazil,EduardoSilvaPinto@fleckens.hu,4937,0.31,3,8,0,3,1,3,4,2247,45,SMS,1
9488,Sr.,Renan,Ribeiro,60,Masculino,Rua São Silvestre 102,Ribeirão das Neves,MG,Minas Gerais,33930-100,BR,Brazil,RenanOliveiraRibeiro@fleckens.hu,8208,0.48,0,5,0,4,1,8,4,9523,74,Push,1
9489,Sra.,Luana,Azevedo,52,Feminino,Rua 15 571,Maracanaú,CE,Ceará,61921-440,BR,Brazil,LuanaBarrosAzevedo@einrot.com,3919,0.82,6,5,0,5,46,143,2,6927,55,Ligacao,1
9490,Sra.,Yasmin,Rocha,41,Feminino,Rua Imperatriz 1323,Manaus,AM,Amazonas,69080-390,BR,Brazil,YasminAlvesRocha@cuvox.de,6406,0.94,8,9,0,1,32,98,0,1492,63,Push,1
9491,Sr.,Danilo,Gomes,46,Masculino,Rua Alceu Ferreira Viveiros 943,Rio de Janeiro,RJ,Rio de Janeiro,23560-360,BR,Brazil,DaniloCastroGomes@fleckens.hu,4030,0.12,13,11,0,4,2,3,4,9402,86,Push,1
9492,Sr.,Mateus,Correia,34,Masculino,Beco Cinco 1010,Governador Valadares,MG,Minas Gerais,35060-750,BR,Brazil,MateusFerreiraCorreia@teleworm.us,5374,0.48,0,13,1,1,1,7,4,5989,68,Ligacao,1
9493,Sra.,Gabrielly,Rodrigues,65,Feminino,Rua das Margaridas 1638,Campinas,SP,São Paulo,13087-450,BR,Brazil,GabriellyAraujoRodrigues@gustr.com,4356,0.91,5,3,0,1,23,75,0,7573,43,SMS,1
9494,Sr.,Marcos,Ferreira,52,Masculino,Rua Cândido Ribeiro de Britto 600,Marília,SP,São Paulo,17512-850,BR,Brazil,MarcosSouzaFerreira@einrot.com,6437,0.88,5,12,1,0,25,180,0,625,84,Ligacao,1
9495,Sr.,Breno,Alves,19,Masculino,Quadra QBR 02 Bloco H 1147,Santa Maria,DF,Distrito Federal,72593-018,BR,Brazil,BrenoGoncalvesAlves@einrot.com,6194,0.93,7,4,0,1,47,70,2,8958,48,Push,1
9496,Sr.,Pedro,Barros,62,Masculino,Rua Luís Antônio da Costa 301,São Paulo,SP,São Paulo,03924-090,BR,Brazil,PedroSilvaBarros@teleworm.us,8036,0.39,9,3,0,2,2,3,4,8639,57,SMS,1
9497,Sr.,Kauã,Carvalho,38,Masculino,Rua Henry Ford 1338,Osasco,SP,São Paulo,06210-108,BR,Brazil,KauaLimaCarvalho@gustr.com,6028,0.19,4,0,0,0,1,6,4,2186,40,SMS,1
9498,Sr.,Nicolas,Goncalves,37,Masculino,Avenida Melvyn Jones 1663,Teresópolis,RJ,Rio de Janeiro,25954-220,BR,Brazil,NicolasRodriguesGoncalves@einrot.com,3650,0.27,1,8,0,2,1,4,5,657,31,Ligacao,1
9499,Sra.,Marina,Almeida,49,Feminino,Rua Eduardo Adenis 1158,São Paulo,SP,São Paulo,02560-190,BR,Brazil,MarinaFernandesAlmeida@gustr.com,7968,1,2,15,1,4,45,59,3,8754,58,SMS,1
9500,Sr.,Nicolas,Alves,43,Masculino,Rua Quarenta e Dois 1709,Manaus,AM,Amazonas,69088-088,BR,Brazil,NicolasGoncalvesAlves@cuvox.de,5313,1,15,20,0,3,12,125,1,8032,38,SMS,1
9501,Sr.,Otávio,Santos,24,Masculino,Rua Creciúma 12,Belo Horizonte,MG,Minas Gerais,30626-650,BR,Brazil,OtavioPintoSantos@gustr.com,5511,0.91,12,4,1,5,48,66,0,2514,72,Ligacao,1
9502,Sr.,Murilo,Cavalcanti,60,Masculino,Rua Tomás Machado 1868,Duque de Caxias,RJ,Rio de Janeiro,25264-080,BR,Brazil,MuriloFerreiraCavalcanti@cuvox.de,8782,1,7,5,0,2,18,173,0,9580,83,Ligacao,1
9503,Sra.,Matilde,Barros,40,Feminino,Rua Raphael Picasso 1793,Sertãozinho,SP,São Paulo,14164-152,BR,Brazil,MatildePintoBarros@jourrapide.com,5247,0.5,7,14,0,3,2,3,5,1055,37,Ligacao,1
9504,Sr.,Victor,Rocha,65,Masculino,Avenida Hideo Takada 128,Sertãozinho,SP,São Paulo,14177-170,BR,Brazil,VictorOliveiraRocha@dayrep.com,5838,1,8,11,1,3,17,115,2,3228,40,SMS,1
9505,Sra.,Evelyn,Pereira,47,Feminino,Rua Coronel Jorge Ferreira de Araújo 50,Paulista,PE,Pernambuco,53427-620,BR,Brazil,EvelynSantosPereira@gustr.com,9838,1,0,2,1,5,21,98,0,2228,50,Email,1
9506,Sra.,Aline,Rocha,21,Feminino,Rua Ouro Preto 1876,Ipatinga,MG,Minas Gerais,35160-020,BR,Brazil,AlineDiasRocha@rhyta.com,3295,0.5,1,12,0,0,2,5,4,2706,61,Email,1
9507,Sr.,Vinicius,Sousa,55,Masculino,Rua do Cartório 559,Salvador,BA,Bahia,41270-430,BR,Brazil,ViniciusPintoSousa@teleworm.us,5760,0.33,8,8,0,5,3,8,5,6389,39,SMS,1
9508,Sr.,Kai,Almeida,32,Masculino,3ª Travessa da Linha Velha 1783,Jaboatão dos Guararapes,PE,Pernambuco,54325-023,BR,Brazil,KaiCavalcantiAlmeida@rhyta.com,6078,1,5,8,0,2,45,52,0,1384,34,Email,1
9509,Sr.,Thiago,Costa,26,Masculino,Rua Luiz da Silva Camargo 1545,Jundiaí,SP,São Paulo,13218-455,BR,Brazil,ThiagoGoncalvesCosta@einrot.com,9059,0.07,1,20,0,4,2,6,5,4319,71,Email,1
9510,Sra.,Thaís,Araujo,37,Feminino,Passagem Minima 907,Guarulhos,SP,São Paulo,07121-001,BR,Brazil,ThaisPintoAraujo@einrot.com,4269,1,12,4,0,5,16,75,1,640,41,Email,1
9511,Sr.,Luís,Oliveira,38,Masculino,Avenida Comendador Mancor Daud 716,São José do Rio Preto,SP,São Paulo,15080-080,BR,Brazil,LuisAraujoOliveira@superrito.com,4074,0.97,3,2,0,5,13,85,2,9302,49,Ligacao,1
9512,Sr.,Daniel,Barros,55,Masculino,Rua Quintino Bocaiúva 1232,Jaú,SP,São Paulo,17202-120,BR,Brazil,DanielAlvesBarros@teleworm.us,8460,0.39,2,18,0,3,1,1,5,1079,87,Ligacao,1
9513,Sra.,Marina,Oliveira,61,Feminino,Rua Padre Fabiano 1698,Montes Claros,MG,Minas Gerais,39401-168,BR,Brazil,MarinaAraujoOliveira@cuvox.de,8476,0.09,2,6,0,2,3,6,5,1116,56,Push,1
9514,Sr.,Guilherme,Cunha,24,Masculino,Rua Jorge Schuch 2000,São Leopoldo,RS,Rio Grande do Sul,93052-130,BR,Brazil,GuilhermeCardosoCunha@einrot.com,5994,0.03,13,4,1,0,3,5,4,7075,33,Email,1
9515,Sr.,Mateus,Dias,32,Masculino,Rua Sessenta e Cinco 1630,Sete Lagoas,MG,Minas Gerais,35703-295,BR,Brazil,MateusAlvesDias@cuvox.de,4017,1,3,6,0,5,37,148,1,4727,30,Email,1
9516,Sra.,Julieta,Martins,19,Feminino,Rua Ettore Baggio 11,Pirassununga,SP,São Paulo,13630-618,BR,Brazil,JulietaCarvalhoMartins@rhyta.com,9539,0.83,15,15,0,3,48,72,1,8825,47,Email,1
9517,Sra.,Mariana,Ribeiro,22,Feminino,Travessa Rufino Gomes 563,Fortaleza,CE,Ceará,60762-121,BR,Brazil,MarianaOliveiraRibeiro@jourrapide.com,3844,0.13,5,7,0,1,3,6,5,9697,59,SMS,1
9518,Dr.,Arthur,Barbosa,43,Masculino,Rua R 43,Barbacena,MG,Minas Gerais,36202-418,BR,Brazil,ArthurAlmeidaBarbosa@dayrep.com,3290,0.42,12,3,0,3,1,2,5,3383,45,Push,1
9519,Dr.,Nicolas,Goncalves,57,Masculino,Rua Roberto Veiga 573,Barra do Piraí,RJ,Rio de Janeiro,27120-300,BR,Brazil,NicolasRibeiroGoncalves@einrot.com,3082,0.85,4,6,0,1,43,33,3,4032,38,Push,1
9520,Sr.,Nicolash,Ribeiro,60,Masculino,Rua Bolsa da Moda 115,Recife,PE,Pernambuco,51340-107,BR,Brazil,NicolashPereiraRibeiro@cuvox.de,9435,0.42,3,8,0,5,1,7,5,462,41,Push,1
9521,Sr.,Daniel,Barros,56,Masculino,Avenida da Saúde 839,Rio Claro,SP,São Paulo,13506-775,BR,Brazil,DanielMeloBarros@dayrep.com,6731,0.44,12,2,1,0,3,3,4,2501,36,Ligacao,1
9522,Sra.,Livia,Ribeiro,23,Feminino,Rua Rio Candeias 1498,Porto Velho,RO,Rondônia,78912-530,BR,Brazil,LiviaSilvaRibeiro@teleworm.us,9128,0.28,14,7,0,2,3,5,5,1683,86,Push,1
9523,Sr.,Eduardo,Barbosa,51,Masculino,Rua Elvira Dendena 1100,Porto Alegre,RS,Rio Grande do Sul,91787-193,BR,Brazil,EduardoSouzaBarbosa@jourrapide.com,3931,0.22,13,4,0,1,2,6,5,7262,47,Push,1
9524,Sr.,Vitór,Carvalho,58,Masculino,Rua 6 1691,Goiânia,GO,Goiás,74115-070,BR,Brazil,VitorRochaCarvalho@cuvox.de,5739,0.88,7,10,0,3,42,130,3,4562,78,Ligacao,1
9525,Sr.,Vinícius,Cunha,42,Masculino,Rua Noventa e Oito 1933,Sete Lagoas,MG,Minas Gerais,35703-362,BR,Brazil,ViniciusAlmeidaCunha@gustr.com,3920,0.95,9,3,0,5,14,96,1,1039,86,Email,1
9526,Sr.,Douglas,Carvalho,21,Masculino,Rua Anchieta 1934,Altamira,PA,Pará,68371-190,BR,Brazil,DouglasRibeiroCarvalho@teleworm.us,7112,0.3,11,11,0,4,2,6,5,4683,47,Email,1
9527,Sr.,Rafael,Souza,37,Masculino,Rua Edmundo Vosgrau 1669,Campinas,SP,São Paulo,13042-330,BR,Brazil,RafaelAraujoSouza@fleckens.hu,8572,0.23,6,6,0,1,3,6,4,6862,82,Email,1
9528,Sra.,Isabella,Rodrigues,50,Feminino,Praça Bratislava 291,Sorocaba,SP,São Paulo,18085-035,BR,Brazil,IsabellaCavalcantiRodrigues@rhyta.com,5426,1,11,1,1,5,16,64,2,225,78,Email,1
9529,Sr.,Bruno,Oliveira,33,Masculino,Rua Carlos Giudice 1483,Santana do Livramento,RS,Rio Grande do Sul,97572-620,BR,Brazil,BrunoRochaOliveira@jourrapide.com,9492,0.11,14,2,0,3,1,6,4,3863,84,SMS,1
9530,Sra.,Emily,Araujo,31,Feminino,Rua Toinzinho Amâncio 1333,Patos de Minas,MG,Minas Gerais,38700-010,BR,Brazil,EmilyMeloAraujo@superrito.com,9654,0.08,9,20,0,5,1,3,4,7501,64,Email,1
9531,Sr.,Cauã,Carvalho,46,Masculino,Rua Quatorze 612,Patos de Minas,MG,Minas Gerais,38701-723,BR,Brazil,CauaMartinsCarvalho@rhyta.com,7855,0.07,8,16,0,5,3,6,4,5545,80,SMS,1
9532,Sra.,Sophia,Rodrigues,49,Feminino,Rua Arion 879,Salvador,BA,Bahia,41740-310,BR,Brazil,SophiaMartinsRodrigues@dayrep.com,7396,1,1,0,0,4,41,188,1,4379,86,Push,1
9533,Sra.,Emilly,Alves,49,Feminino,Rua Nogueira Braga 717,Belford Roxo,RJ,Rio de Janeiro,26120-270,BR,Brazil,EmillyDiasAlves@gustr.com,9809,0.97,2,18,0,0,22,96,3,7127,32,Push,1
9534,Sr.,Victor,Azevedo,49,Masculino,Rua João Pinheiro 18,Anápolis,GO,Goiás,75064-060,BR,Brazil,VictorDiasAzevedo@jourrapide.com,5563,0.87,10,3,0,1,33,81,0,6582,84,Ligacao,1
9535,Sra.,Rafaela,Santos,66,Feminino,Rua Frei Vicente 130,Joinville,SC,Santa Catarina,89230-230,BR,Brazil,RafaelaGoncalvesSantos@armyspy.com,4533,0.06,13,13,0,4,2,8,5,9730,71,Email,1
9536,Sr.,Lucas,Lima,39,Masculino,Vila Moraes 206,Belém,PA,Pará,66055-390,BR,Brazil,LucasFernandesLima@einrot.com,4753,0.91,8,5,0,4,15,126,2,3568,45,Email,1
9537,Sra.,Gabriela,Gomes,47,Feminino,Rua Cantador-amarelo 1475,Arapongas,PR,Paraná,86707-660,BR,Brazil,GabrielaAlmeidaGomes@fleckens.hu,8489,0.83,6,3,0,0,48,178,3,8586,89,Push,1
9538,Dr.,Gabrielle,Barros,23,Feminino,Rua Jair Venâncio de Paula 1003,São José dos Campos,SP,São Paulo,12247-360,BR,Brazil,GabrielleSantosBarros@jourrapide.com,4333,0.85,3,1,0,0,28,53,1,4485,46,Ligacao,1
9539,Sra.,Leila,Martins,60,Feminino,Rua Leonardo Lima 1972,Gravataí,RS,Rio Grande do Sul,94090-650,BR,Brazil,LeilaSantosMartins@gustr.com,3377,0.28,0,2,0,5,2,0,5,5631,47,Ligacao,1
9540,Sr.,Leonardo,Ferreira,18,Masculino,Rua Catarina da Conceição Cardoso 106,Bauru,SP,São Paulo,17031-603,BR,Brazil,LeonardoSouzaFerreira@fleckens.hu,7473,0.17,3,11,0,1,2,2,4,9178,63,Ligacao,1
9541,Sra.,Yasmin,Pereira,20,Feminino,Beco Dom Bosco 578,Manaus,AM,Amazonas,69080-380,BR,Brazil,YasminRochaPereira@dayrep.com,9760,1,8,9,0,1,18,165,0,3585,55,Email,1
9542,Sra.,Beatriz,Alves,27,Feminino,Rua Maria Izabel de Souza Mello 496,Mogi das Cruzes,SP,São Paulo,08715-420,BR,Brazil,BeatrizAzevedoAlves@rhyta.com,3105,1,6,4,0,5,35,150,2,6624,30,SMS,1
9543,Sra.,Matilde,Barros,22,Feminino,Quadra Quadra 202 Conjunto 05 706,Recanto das Emas,DF,Distrito Federal,72610-205,BR,Brazil,MatildeGomesBarros@armyspy.com,9686,0.98,4,5,0,4,21,75,1,6772,89,SMS,1
9544,Sra.,Brenda,Cunha,36,Feminino,Rua Pedra Turmalina 1580,Belo Horizonte,MG,Minas Gerais,31652-095,BR,Brazil,BrendaCostaCunha@jourrapide.com,3007,1,6,3,0,1,23,106,2,7333,66,Push,1
9545,Sra.,Aline,Barros,32,Feminino,Servidão Augusto 1625,Florianópolis,SC,Santa Catarina,88045-680,BR,Brazil,AlineOliveiraBarros@rhyta.com,6229,1,14,17,0,1,10,58,1,9101,82,SMS,1
9546,Sra.,Aline,Carvalho,32,Feminino,Rua Waldemar Tomé 1316,Marília,SP,São Paulo,17505-610,BR,Brazil,AlineMartinsCarvalho@cuvox.de,5276,0.84,4,12,0,0,26,181,0,9546,31,Push,1
9547,Sr.,Antônio,Carvalho,46,Masculino,Rua Estácio Rodrigues 722,São Paulo,SP,São Paulo,08141-365,BR,Brazil,AntonioDiasCarvalho@teleworm.us,6603,1,3,10,1,5,31,124,0,6039,90,Push,1
9548,Sr.,Renan,Fernandes,66,Masculino,Rua Pedro Marcelo 618,Sorocaba,SP,São Paulo,18071-165,BR,Brazil,RenanAlmeidaFernandes@armyspy.com,9092,0.8,1,0,0,5,18,158,2,980,60,Ligacao,1
9549,Sr.,Tiago,Santos,64,Masculino,Rua Alfredo José Pinto 413,Curitiba,PR,Paraná,81320-180,BR,Brazil,TiagoFernandesSantos@gustr.com,6620,0.32,5,3,1,5,3,3,5,2713,53,Email,1
9550,Sra.,Júlia,Ferreira,59,Feminino,Rua dos Estudantes 475,Cataguases,MG,Minas Gerais,36770-018,BR,Brazil,JuliaCostaFerreira@superrito.com,7217,0.07,0,16,0,1,2,3,5,9573,55,Push,1
9551,Sr.,Fábio,Goncalves,52,Masculino,Rua Luís Aranha de Vasconcelos 269,São Paulo,SP,São Paulo,05818-330,BR,Brazil,FabioSilvaGoncalves@dayrep.com,6935,0.49,12,11,1,1,1,6,4,3248,39,Email,1
9552,Sr.,Breno,Martins,57,Masculino,Rua João Roberto Marcelino 1938,Suzano,SP,São Paulo,08696-125,BR,Brazil,BrenoRibeiroMartins@dayrep.com,3654,0.37,3,1,0,4,3,7,4,2143,76,SMS,1
9553,Sra.,Nicole,Goncalves,24,Feminino,Rua João Tedesco 1746,Piracicaba,SP,São Paulo,13425-120,BR,Brazil,NicoleCastroGoncalves@teleworm.us,7379,0.17,2,18,0,3,1,2,4,7495,85,SMS,1
9554,Sra.,Brenda,Cunha,49,Feminino,Rua Castro Alves 302,São João de Meriti,RJ,Rio de Janeiro,25586-155,BR,Brazil,BrendaRochaCunha@armyspy.com,7620,0.91,7,8,0,4,45,50,2,2948,43,Email,1
